year,countries,region,hf_score,ef_score,population
2006Myanmar,Myanmar,2006,"23828,9","25,472,149",
2007Myanmar,Myanmar,2007,"23,968,105","25,653,374",
2008Myanmar,Myanmar,2008,"24,100,378","25,829,264",
2009Myanmar,Myanmar,2009,"24,240,435","26,009,931",
2010Myanmar,Myanmar,2010,"24,398,508","26,202,319",
2011Myanmar,Myanmar,2011,"24,579,872","26410,74",
2012Myanmar,Myanmar,2012,"24,780,911","26,632,792",
2013Myanmar,Myanmar,2013,"24,992,008","26,860,456",
2014Myanmar,Myanmar,2014,"25,198,879","27,081,937",
2015Myanmar,Myanmar,2015,"25,391,577","27,289,147",
2016Myanmar,Myanmar,2016,"25,566,371","27,478,828",
2017Myanmar,Myanmar,2017,"25,727,603","27,654,918",
2018Myanmar,Myanmar,2018,"25,883,168","27825,15",
2019Myanmar,Myanmar,2019,"26,044,666","28,000,756",
2020Myanmar,Myanmar,2020,"26220,19","28,189,604",
2001Namibia,Namibia,2001,"879,289","944,378",
2002Namibia,Namibia,2002,"892,729","958,79",
2003Namibia,Namibia,2003,"906,107","973,006",
2004Namibia,Namibia,2004,"920,049","987,688",
2005Namibia,Namibia,2005,"935,004","1,003,312",
2006Namibia,Namibia,2006,"951,209","1,020,109",
2007Namibia,Namibia,2007,"968,554","1,037,962",
2008Namibia,Namibia,2008,"986,752","1056,63",
2009Namibia,Namibia,2009,"1,005,348","1,075,691",
2010Namibia,Namibia,2010,"1,024,015","1,094,862",
2011Namibia,Namibia,2011,"1,042,644","1,114,054",
2012Namibia,Namibia,2012,"1,061,377","1133,4",
2013Namibia,Namibia,2013,"1,080,421","1,153,085",
2014Namibia,Namibia,2014,"1,100,048","1,173,378",
2015Namibia,Namibia,2015,"1120,45","1,194,451",
2016Namibia,Namibia,2016,"1,141,681","1,216,363",
2017Namibia,Namibia,2017,"1,163,627","1,238,996",
2018Namibia,Namibia,2018,"1,186,111","1,262,189",
2019Namibia,Namibia,2019,"1,208,862","1,285,662",
2020Namibia,Namibia,2020,"1,231,683","1,309,233",
2001Nauru,Nauru,2001,nan,nan,
2002Nauru,Nauru,2002,nan,nan,
2003Nauru,Nauru,2003,nan,nan,
2004Nauru,Nauru,2004,nan,nan,
2005Nauru,Nauru,2005,nan,nan,
2006Nauru,Nauru,2006,nan,nan,
2007Nauru,Nauru,2007,nan,nan,
2008Nauru,Nauru,2008,nan,nan,
2009Nauru,Nauru,2009,nan,nan,
2010Nauru,Nauru,2010,nan,nan,
2011Nauru,Nauru,2011,nan,nan,
2012Nauru,Nauru,2012,nan,nan,
2013Nauru,Nauru,2013,nan,nan,
2014Nauru,Nauru,2014,nan,nan,
2015Nauru,Nauru,2015,nan,nan,
2016Nauru,Nauru,2016,nan,nan,
2017Nauru,Nauru,2017,nan,nan,
2018Nauru,Nauru,2018,nan,nan,
2019Nauru,Nauru,2019,nan,nan,
2020Nauru,Nauru,2020,nan,nan,
2001Nepal,Nepal,2001,"12,103,281","12,243,832",
2002Nepal,Nepal,2002,"12281,8","12,443,825",
2003Nepal,Nepal,2003,"12,455,707","12,625,173",
2004Nepal,Nepal,2004,"12625,02","12,794,317",
2005Nepal,Nepal,2005,"12,787,936","12,956,564",
2006Nepal,Nepal,2006,"12,953,793","13,112,894",
2007Nepal,Nepal,2007,"13119,21","13,263,376",
2008Nepal,Nepal,2008,"13,255,035","13,411,546",
2009Nepal,Nepal,2009,"13,322,031","13561,5",
2010Nepal,Nepal,2010,"13296,61","13,716,597",
2011Nepal,Nepal,2011,"13,163,821","13,877,399",
2012Nepal,Nepal,2012,"12,944,612","14,044,548",
2013Nepal,Nepal,2013,"12,695,455","14221,34",
2014Nepal,Nepal,2014,"12,494,455","14,411,527",
2015Nepal,Nepal,2015,"12,397,963","14617,07",
2016Nepal,Nepal,2016,"12,423,456","14,839,974",
2017Nepal,Nepal,2017,"12,554,958","15,077,724",
2018Nepal,Nepal,2018,"12,773,619","15,322,093",
2019Nepal,Nepal,2019,"13,046,953","15,561,762",
2020Nepal,Nepal,2020,"13,348,435","15,788,373",
2001Netherlands,Netherlands,2001,"7,935,343","8,082,769",
2002Netherlands,Netherlands,2002,"7,982,573","8,127,782",
2003Netherlands,Netherlands,2003,"8029,37","8,171,578",
2004Netherlands,Netherlands,2004,"8,074,227","8,212,956",
2005Netherlands,Netherlands,2005,"8,116,075","8,251,078",
2006Netherlands,Netherlands,2006,"8,154,564","8,285,527",
2007Netherlands,Netherlands,2007,"8190,04","8,316,612",
2008Netherlands,Netherlands,2008,"8223,0","8,345,105",
2009Netherlands,Netherlands,2009,"8,254,242","8,372,137",
2010Netherlands,Netherlands,2010,"8,284,404","8,398,523",
2011Netherlands,Netherlands,2011,"8,313,584","8,424,607",
2012Netherlands,Netherlands,2012,"8341,69","8450,16",
2013Netherlands,Netherlands,2013,"8,368,806","8,474,706",
2014Netherlands,Netherlands,2014,"8,395,012","8,497,505",
2015Netherlands,Netherlands,2015,"8,420,387","8,518,105",
2016Netherlands,Netherlands,2016,"8,444,976","8,536,309",
2017Netherlands,Netherlands,2017,"8468,84","8,552,503",
2018Netherlands,Netherlands,2018,"8,492,088","8,567,472",
2019Netherlands,Netherlands,2019,"8,514,835","8,582,288",
2020Netherlands,Netherlands,2020,"8,537,145","8,597,728",
2001Netherlands (and dependencies),Netherlands (and dependencies),2001,"8,063,961","8,224,361",
2002Netherlands (and dependencies),Netherlands (and dependencies),2002,"8,111,308","8,269,993",
2003Netherlands (and dependencies),Netherlands (and dependencies),2003,"8,158,598","8,314,738",
2004Netherlands (and dependencies),Netherlands (and dependencies),2004,"8,204,387","8,357,481",
2005Netherlands (and dependencies),Netherlands (and dependencies),2005,"8,247,666","8,397,486",
2006Netherlands (and dependencies),Netherlands (and dependencies),2006,"8,288,144","8,434,379",
2007Netherlands (and dependencies),Netherlands (and dependencies),2007,"8,326,101","8,468,407",
2008Netherlands (and dependencies),Netherlands (and dependencies),2008,"8,361,884","8,500,174",
2009Netherlands (and dependencies),Netherlands (and dependencies),2009,"8395,98","8,530,513",
2010Netherlands (and dependencies),Netherlands (and dependencies),2010,"8,428,841","8,560,046",
2011Netherlands (and dependencies),Netherlands (and dependencies),2011,"8,460,522","8,589,076",
2012Netherlands (and dependencies),Netherlands (and dependencies),2012,"8,490,935","8617,37",
2013Netherlands (and dependencies),Netherlands (and dependencies),2013,"8,520,138","8,644,421",
2014Netherlands (and dependencies),Netherlands (and dependencies),2014,"8,548,216","8,669,448",
2015Netherlands (and dependencies),Netherlands (and dependencies),2015,"8,575,243","8,691,976",
2016Netherlands (and dependencies),Netherlands (and dependencies),2016,"8,601,252","8,711,782",
2017Netherlands (and dependencies),Netherlands (and dependencies),2017,"8,626,285","8,729,248",
2018Netherlands (and dependencies),Netherlands (and dependencies),2018,"8,650,536","8,745,268",
2019Netherlands (and dependencies),Netherlands (and dependencies),2019,"8,674,191","8,761,037",
2020Netherlands (and dependencies),Netherlands (and dependencies),2020,"8,697,423","8,777,419",
2001New Caledonia,New Caledonia,2001,"111,816","109,683",
2002New Caledonia,New Caledonia,2002,"113,749","111,733",
2003New Caledonia,New Caledonia,2003,"115,618","113,633",
2004New Caledonia,New Caledonia,2004,"117,438","115,443",
2005New Caledonia,New Caledonia,2005,"119,218","117,223",
2006New Caledonia,New Caledonia,2006,"120,949","118,975",
2007New Caledonia,New Caledonia,2007,"122,636","120,696",
2008New Caledonia,New Caledonia,2008,"124,298","122,398",
2009New Caledonia,New Caledonia,2009,"125,996","124,086",
2010New Caledonia,New Caledonia,2010,"127,734","125,795",
2011New Caledonia,New Caledonia,2011,"129,54","127,526",
2012New Caledonia,New Caledonia,2012,"131,386","129,271",
2013New Caledonia,New Caledonia,2013,"133,227","131,012",
2014New Caledonia,New Caledonia,2014,"135,004","132,728",
2015New Caledonia,New Caledonia,2015,"136,673","134,389",
2016New Caledonia,New Caledonia,2016,"138,2","135,99",
2017New Caledonia,New Caledonia,2017,"139,618","137,541",
2018New Caledonia,New Caledonia,2018,"140,942","139,044",
2019New Caledonia,New Caledonia,2019,"142,226","140,531",
2020New Caledonia,New Caledonia,2020,"143,498","141,993",
2001New EU member states (joined since 2004),New EU member states (joined since 2004),2001,"52902,13","56,388,153",
2002New EU member states (joined since 2004),New EU member states (joined since 2004),2002,"52,710,446","56,236,185",
2003New EU member states (joined since 2004),New EU member states (joined since 2004),2003,"52,524,201","56,086,945",
2004New EU member states (joined since 2004),New EU member states (joined since 2004),2004,"52,345,964","55,940,367",
2005New EU member states (joined since 2004),New EU member states (joined since 2004),2005,"52,177,433","55796,11",
2006New EU member states (joined since 2004),New EU member states (joined since 2004),2006,"52,019,831","55655,7",
2007New EU member states (joined since 2004),New EU member states (joined since 2004),2007,"51,873,041","55519,04",
2008New EU member states (joined since 2004),New EU member states (joined since 2004),2008,"51,735,449","55,382,369",
2009New EU member states (joined since 2004),New EU member states (joined since 2004),2009,"51,604,517","55,240,564",
2010New EU member states (joined since 2004),New EU member states (joined since 2004),2010,"51,478,015","55,089,983",
2011New EU member states (joined since 2004),New EU member states (joined since 2004),2011,"51,355,809","54929,16",
2012New EU member states (joined since 2004),New EU member states (joined since 2004),2012,"51,237,583","54,759,775",
2013New EU member states (joined since 2004),New EU member states (joined since 2004),2013,"51,120,532","54,585,235",
2014New EU member states (joined since 2004),New EU member states (joined since 2004),2014,"51,001,265","54,410,783",
2015New EU member states (joined since 2004),New EU member states (joined since 2004),2015,"50,877,317","54,240,105",
2016New EU member states (joined since 2004),New EU member states (joined since 2004),2016,"50,746,938","54,073,778",
2017New EU member states (joined since 2004),New EU member states (joined since 2004),2017,"50,610,428","53910,69",
2018New EU member states (joined since 2004),New EU member states (joined since 2004),2018,"50,470,239","53,750,668",
2019New EU member states (joined since 2004),New EU member states (joined since 2004),2019,"50,330,101","53,593,174",
2020New EU member states (joined since 2004),New EU member states (joined since 2004),2020,"50192,44","53,437,399",
2001New Zealand,New Zealand,2001,"1,916,651","1991,29",
2002New Zealand,New Zealand,2002,"1,942,622","2020,58",
2003New Zealand,New Zealand,2003,"1,970,665","2,051,409",
2004New Zealand,New Zealand,2004,"1,998,827","2,081,594",
2005New Zealand,New Zealand,2005,"2,025,748","2,109,605",
2006New Zealand,New Zealand,2006,"2,050,985","2,134,897",
2007New Zealand,New Zealand,2007,"2,075,014","2,158,032",
2008New Zealand,New Zealand,2008,"2,098,313","2,179,843",
2009New Zealand,New Zealand,2009,"2,121,716","2,201,622",
2010New Zealand,New Zealand,2010,"2,145,763","2,224,297",
2011New Zealand,New Zealand,2011,"2170,58","2,248,094",
2012New Zealand,New Zealand,2012,"2,195,834","2,272,628",
2013New Zealand,New Zealand,2013,"2,221,055","2,297,464",
2014New Zealand,New Zealand,2014,"2,245,589","2,321,933",
2015New Zealand,New Zealand,2015,"2,268,961","2,345,566",
2016New Zealand,New Zealand,2016,"2,291,016","2,368,249",
2017New Zealand,New Zealand,2017,"2,311,898","2,390,131",
2018New Zealand,New Zealand,2018,"2,331,829","2,411,302",
2019New Zealand,New Zealand,2019,"2,351,162","2431,9",
2020New Zealand,New Zealand,2020,"2,370,163","2452,07",
2001New Zealand (and dependencies),New Zealand (and dependencies),2001,"1,927,565","2,001,742",
2002New Zealand (and dependencies),New Zealand (and dependencies),2002,"1,953,603","2,031,106",
2003New Zealand (and dependencies),New Zealand (and dependencies),2003,"1,981,737","2,062,042",
2004New Zealand (and dependencies),New Zealand (and dependencies),2004,"2,009,966","2,092,325",
2005New Zealand (and dependencies),New Zealand (and dependencies),2005,"2036,91","2,120,414",
2006New Zealand (and dependencies),New Zealand (and dependencies),2006,"2,062,096","2,145,712",
2007New Zealand (and dependencies),New Zealand (and dependencies),2007,"2,086,003","2,168,827",
2008New Zealand (and dependencies),New Zealand (and dependencies),2008,"2,109,138","2,190,593",
2009New Zealand (and dependencies),New Zealand (and dependencies),2009,"2,132,387","2,212,301",
2010New Zealand (and dependencies),New Zealand (and dependencies),2010,"2,156,286","2,234,917",
2011New Zealand (and dependencies),New Zealand (and dependencies),2011,"2,180,981","2,258,649",
2012New Zealand (and dependencies),New Zealand (and dependencies),2012,"2,206,121","2,283,119",
2013New Zealand (and dependencies),New Zealand (and dependencies),2013,"2,231,242","2,307,908",
2014New Zealand (and dependencies),New Zealand (and dependencies),2014,"2,255,708","2,332,323",
2015New Zealand (and dependencies),New Zealand (and dependencies),2015,"2,279,029","2,355,936",
2016New Zealand (and dependencies),New Zealand (and dependencies),2016,"2,301,056","2,378,617",
2017New Zealand (and dependencies),New Zealand (and dependencies),2017,"2,321,922","2,400,521",
2018New Zealand (and dependencies),New Zealand (and dependencies),2018,"2,341,864","2,421,714",
2019New Zealand (and dependencies),New Zealand (and dependencies),2019,"2,361,203","2442,35",
2020New Zealand (and dependencies),New Zealand (and dependencies),2020,"2,380,208","2,462,557",
2001Nicaragua,Nicaragua,2001,"2,543,944","2,601,423",
2002Nicaragua,Nicaragua,2002,"2,579,416","2,639,908",
2003Nicaragua,Nicaragua,2003,"2,614,216","2,677,899",
2004Nicaragua,Nicaragua,2004,"2,648,955","2,715,975",
2005Nicaragua,Nicaragua,2005,"2,684,139","2,754,553",
2006Nicaragua,Nicaragua,2006,"2719,92","2,793,837",
2007Nicaragua,Nicaragua,2007,"2,756,297","2,833,769",
2008Nicaragua,Nicaragua,2008,"2,793,295","2,874,141",
2009Nicaragua,Nicaragua,2009,"2,830,905","2,914,633",
2010Nicaragua,Nicaragua,2010,"2869,08","2,954,978",
2011Nicaragua,Nicaragua,2011,"2,907,877","2,995,158",
2012Nicaragua,Nicaragua,2012,"2,947,287","3,035,243",
2013Nicaragua,Nicaragua,2013,"2,987,133","3,075,329",
2014Nicaragua,Nicaragua,2014,"3,027,167","3,115,567",
2015Nicaragua,Nicaragua,2015,"3067,18","3,156,054",
2016Nicaragua,Nicaragua,2016,"3107,13","3196,84",
2017Nicaragua,Nicaragua,2017,"3,146,999","3,237,844",
2018Nicaragua,Nicaragua,2018,"3,186,671","3,278,831",
2019Nicaragua,Nicaragua,2019,"3,225,984","3,319,519",
2020Nicaragua,Nicaragua,2020,"3,264,849","3,359,705",
2001Niger,Niger,2001,"5,827,746","5,923,618",
2002Niger,Niger,2002,"6051,84","6,138,148",
2003Niger,Niger,2003,"6,285,689","6,362,294",
2004Niger,Niger,2004,"6,529,466","6,596,448",
2005Niger,Niger,2005,"6,783,454","6841,02",
2006Niger,Niger,2006,"7,047,747","7,096,222",
2007Niger,Niger,2007,"7,322,915","7,362,489",
2008Niger,Niger,2008,"7,610,198","7,640,715",
2009Niger,Niger,2009,"7,911,177","7,931,954",
2010Niger,Niger,2010,"8,227,012","8,237,013",
2011Niger,Niger,2011,"8,558,352","8,556,418",
2012Niger,Niger,2012,"8,905,048","8,890,161",
2013Niger,Niger,2013,"9,266,489","9,237,798",
2014Niger,Niger,2014,"9,641,594","9,598,588",
2015Niger,Niger,2015,"10,029,627","9,972,036",
2016Niger,Niger,2016,"10,430,601","10,358,188",
2017Niger,Niger,2017,"10,844,944","10,757,444",
2018Niger,Niger,2018,"11,272,809","11,170,022",
2019Niger,Niger,2019,"11,714,461","11,596,258",
2020Niger,Niger,2020,"12,170,165","12,036,471",
2001Nigeria,Nigeria,2001,"63,236,351","62,157,695",
2002Nigeria,Nigeria,2002,"64871,99","63,724,089",
2003Nigeria,Nigeria,2003,"66,560,635","65,339,999",
2004Nigeria,Nigeria,2004,"68,308,666","67,011,754",
2005Nigeria,Nigeria,2005,"70,120,845","68,744,169",
2006Nigeria,Nigeria,2006,"71,999,058","70,539,247",
2007Nigeria,Nigeria,2007,"73,943,002","72,396,969",
2008Nigeria,Nigeria,2008,"75,952,297","74,317,325",
2009Nigeria,Nigeria,2009,"78025,55","76,299,389",
2010Nigeria,Nigeria,2010,"80,161,191","78,342,012",
2011Nigeria,Nigeria,2011,"82359,45","80445,63",
2012Nigeria,Nigeria,2012,"84,619,358","82,609,445",
2013Nigeria,Nigeria,2013,"86,936,474","84,829,345",
2014Nigeria,Nigeria,2014,"89,305,034","87,099,897",
2015Nigeria,Nigeria,2015,"91,720,564","89416,89",
2016Nigeria,Nigeria,2016,"94,181,382","91,778,862",
2017Nigeria,Nigeria,2017,"96,687,405","94,185,842",
2018Nigeria,Nigeria,2018,"99,237,728","96,636,957",
2019Nigeria,Nigeria,2019,"101,831,874","99,131,729",
2020Nigeria,Nigeria,2020,"104,469,637","101669,95",
2001Niue,Niue,2001,nan,nan,
2002Niue,Niue,2002,nan,nan,
2003Niue,Niue,2003,nan,nan,
2004Niue,Niue,2004,nan,nan,
2005Niue,Niue,2005,nan,nan,
2006Niue,Niue,2006,nan,nan,
2007Niue,Niue,2007,nan,nan,
2008Niue,Niue,2008,nan,nan,
2009Niue,Niue,2009,nan,nan,
2010Niue,Niue,2010,nan,nan,
2011Niue,Niue,2011,nan,nan,
2012Niue,Niue,2012,nan,nan,
2013Niue,Niue,2013,nan,nan,
2014Niue,Niue,2014,nan,nan,
2015Niue,Niue,2015,nan,nan,
2016Niue,Niue,2016,nan,nan,
2017Niue,Niue,2017,nan,nan,
2018Niue,Niue,2018,nan,nan,
2019Niue,Niue,2019,nan,nan,
2020Niue,Niue,2020,nan,nan,
2001No income group available,No income group available,2001,"1,138,498","1,173,189",
2002No income group available,No income group available,2002,"1,162,646","1,199,424",
2003No income group available,No income group available,2003,"1,186,651","1,225,803",
2004No income group available,No income group available,2004,"1,209,008","1,250,979",
2005No income group available,No income group available,2005,"1,228,705","1273,94",
2006No income group available,No income group available,2006,"1,245,389","1,294,394",
2007No income group available,No income group available,2007,"1,259,388","1,312,614",
2008No income group available,No income group available,2008,"1271,43","1,328,873",
2009No income group available,No income group available,2009,"1,282,519","1,343,605",
2010No income group available,No income group available,2010,"1,293,524","1,357,266",
2011No income group available,No income group available,2011,"1,304,538","1,369,836",
2012No income group available,No income group available,2012,"1,315,508","1,381,308",
2013No income group available,No income group available,2013,"1,326,865","1,392,589",
2014No income group available,No income group available,2014,"1,339,124","1,404,687",
2015No income group available,No income group available,2015,"1,352,676","1,418,355",
2016No income group available,No income group available,2016,"1,367,653","1,433,955",
2017No income group available,No income group available,2017,"1,384,083","1,451,278",
2018No income group available,No income group available,2018,"1,401,469","1,469,734",
2019No income group available,No income group available,2019,"1419,15","1,488,516",
2020No income group available,No income group available,2020,"1,436,579","1,506,989",
2001Non-Self-Governing Territories,Non-Self-Governing Territories,2001,"679,768","656,433",
2002Non-Self-Governing Territories,Non-Self-Governing Territories,2002,"700,629","675,682",
2003Non-Self-Governing Territories,Non-Self-Governing Territories,2003,"721,919","695,054",
2004Non-Self-Governing Territories,Non-Self-Governing Territories,2004,"741,398","712,82",
2005Non-Self-Governing Territories,Non-Self-Governing Territories,2005,"757,553","727,779",
2006Non-Self-Governing Territories,Non-Self-Governing Territories,2006,"769,752","739,481",
2007Non-Self-Governing Territories,Non-Self-Governing Territories,2007,"778,579","748,409",
2008Non-Self-Governing Territories,Non-Self-Governing Territories,2008,"785,099","755,393",
2009Non-Self-Governing Territories,Non-Self-Governing Territories,2009,"790,795","761,758",
2010Non-Self-Governing Territories,Non-Self-Governing Territories,2010,"796,969","768,53",
2011Non-Self-Governing Territories,Non-Self-Governing Territories,2011,"803,81","775,916",
2012Non-Self-Governing Territories,Non-Self-Governing Territories,2012,"811,126","783,682",
2013Non-Self-Governing Territories,Non-Self-Governing Territories,2013,"818,926","791,981",
2014Non-Self-Governing Territories,Non-Self-Governing Territories,2014,"827,295","800,814",
2015Non-Self-Governing Territories,Non-Self-Governing Territories,2015,"836,267","810,214",
2016Non-Self-Governing Territories,Non-Self-Governing Territories,2016,"845,886","820,288",
2017Non-Self-Governing Territories,Non-Self-Governing Territories,2017,"856,273","831,038",
2018Non-Self-Governing Territories,Non-Self-Governing Territories,2018,"867,165","842,229",
2019Non-Self-Governing Territories,Non-Self-Governing Territories,2019,"878,128","853,573",
2020Non-Self-Governing Territories,Non-Self-Governing Territories,2020,"888,908","864,764",
2001North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2001,"204,758,014","211,028,202",
2002North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2002,"206,915,764","213,226,572",
2003North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2003,"209,009,081","215,375,552",
2004North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2004,"211,132,084","217,553,003",
2005North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2005,"213,350,372","219,812,649",
2006North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2006,"215,683,965","222,172,161",
2007North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2007,"218,103,668","224,606,055",
2008North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2008,"220,566,344","227,072,588",
2009North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2009,"223,007,328","229,510,216",
2010North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2010,"225,378,502","231,873,494",
2011North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2011,"227,668,147","234,150,528",
2012North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2012,"229,887,462","236352,61",
2013North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2013,"232,038,802","238485,43",
2014North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2014,"234,130,818","240,562,079",
2015North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2015,"236170,43","242,592,801",
2016North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2016,"238,155,685","244,576,628",
2017North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2017,"240,083,622","246,510,553",
2018North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2018,"241,960,123","248401,48",
2019North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2019,"243793,23","250,258,254",
2020North American Free Trade Agreement (NAFTA),North American Free Trade Agreement (NAFTA),2020,"245589,68","252,087,877",
2001North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2001,"415,190,029","432,741,056",
2002North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2002,"417,986,959","435,384,839",
2003North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2003,"420,822,865","438,068,216",
2004North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2004,"423,674,177","440,791,122",
2005North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2005,"426,521,567","443,549,504",
2006North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2006,"429,357,336","446,343,969",
2007North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2007,"432,178,534","449,162,928",
2008North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2008,"434,976,322","451,975,181",
2009North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2009,"437,742,186","454,740,416",
2010North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2010,"440,468,637","457,427,718",
2011North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2011,"443141,89","460,018,558",
2012North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2012,"445755,14","462,512,782",
2013North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2013,"448,315,803","464,920,309",
2014North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2014,"450836,76","467,260,295",
2015North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2015,"453322,48","469,543,438",
2016North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2016,"455,783,742","471,777,875",
2017North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2017,"458,203,052","473,948,963",
2018North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2018,"460,523,357","476,018,462",
2019North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2019,"462,668,917","477,935,264",
2020North Atlantic Treaty Organization (NATO),North Atlantic Treaty Organization (NATO),2020,"464,589,362","479,666,305",
2001North Macedonia,North Macedonia,2001,"1,022,887","1,019,957",
2002North Macedonia,North Macedonia,2002,"1,025,412","1,023,518",
2003North Macedonia,North Macedonia,2003,"1,027,133","1,026,293",
2004North Macedonia,North Macedonia,2004,"1,028,489","1,028,555",
2005North Macedonia,North Macedonia,2005,"1,029,767","1,030,513",
2006North Macedonia,North Macedonia,2006,"1,030,984","1,032,148",
2007North Macedonia,North Macedonia,2007,"1,032,021","1,033,387",
2008North Macedonia,North Macedonia,2008,"1,032,976","1,034,333",
2009North Macedonia,North Macedonia,2009,"1,033,923","1,035,107",
2010North Macedonia,North Macedonia,2010,"1,034,925","1,035,812",
2011North Macedonia,North Macedonia,2011,"1,036,009","1,036,475",
2012North Macedonia,North Macedonia,2012,"1,037,176","1,037,099",
2013North Macedonia,North Macedonia,2013,"1,038,356","1,037,709",
2014North Macedonia,North Macedonia,2014,"1,039,453","1,038,327",
2015North Macedonia,North Macedonia,2015,"1040,4","1,038,935",
2016North Macedonia,North Macedonia,2016,"1,041,178","1,039,568",
2017North Macedonia,North Macedonia,2017,"1,041,785","1,040,211",
2018North Macedonia,North Macedonia,2018,"1,042,177","1040,78",
2019North Macedonia,North Macedonia,2019,"1,042,305","1,041,153",
2020North Macedonia,North Macedonia,2020,"1,042,131","1,041,249",
2001Northern Africa,Northern Africa,2001,"87,635,604","86,639,782",
2002Northern Africa,Northern Africa,2002,"89,132,316","88,132,972",
2003Northern Africa,Northern Africa,2003,"90,647,719","89,642,947",
2004Northern Africa,Northern Africa,2004,"92172,36","91,170,496",
2005Northern Africa,Northern Africa,2005,"93,702,616","92,718,666",
2006Northern Africa,Northern Africa,2006,"95,234,582","94287,05",
2007Northern Africa,Northern Africa,2007,"96,781,211","95,883,903",
2008Northern Africa,Northern Africa,2008,"98,375,549","97,530,582",
2009Northern Africa,Northern Africa,2009,"100,060,916","99,254,344",
2010Northern Africa,Northern Africa,2010,"101,866,841","101,073,432",
2011Northern Africa,Northern Africa,2011,"103,804,565","102,994,624",
2012Northern Africa,Northern Africa,2012,"105,861,002","105,009,333",
2013Northern Africa,Northern Africa,2013,"108010,46","107,100,744",
2014Northern Africa,Northern Africa,2014,"110,214,773","109,243,816",
2015Northern Africa,Northern Africa,2015,"112,443,617","111,417,985",
2016Northern Africa,Northern Africa,2016,"114,688,939","113,618,083",
2017Northern Africa,Northern Africa,2017,"116,951,189","115,842,008",
2018Northern Africa,Northern Africa,2018,"119,218,394","118,075,408",
2019Northern Africa,Northern Africa,2019,"121,478,638","120,302,127",
2020Northern Africa,Northern Africa,2020,"123,722,601","122,509,907",
2001Northern Africa and Western Asia,Northern Africa and Western Asia,2001,"183,451,353","179,209,691",
2002Northern Africa and Western Asia,Northern Africa and Western Asia,2002,"187,099,453","182,499,153",
2003Northern Africa and Western Asia,Northern Africa and Western Asia,2003,"190913,35","185842,82",
2004Northern Africa and Western Asia,Northern Africa and Western Asia,2004,"194,919,988","189,283,345",
2005Northern Africa and Western Asia,Northern Africa and Western Asia,2005,"199,133,418","192,852,125",
2006Northern Africa and Western Asia,Northern Africa and Western Asia,2006,"203,569,106","196,556,443",
2007Northern Africa and Western Asia,Northern Africa and Western Asia,2007,"208,211,358","200,390,275",
2008Northern Africa and Western Asia,Northern Africa and Western Asia,2008,"213,002,277","204,353,135",
2009Northern Africa and Western Asia,Northern Africa and Western Asia,2009,"217,861,439","208,439,699",
